# x,p
-8.805.,-8.805.
9.001.,0.900.
9.869.,0.987.
8.679.,0.987.
-8.585.,0.141.
-2.685.,0.141.
-0.959.,0.141.
-2.210.,0.141.
5.643.,0.564.
3.669.,0.564.
1.711.,0.564.
9.832.,0.983.
7.339.,0.983.
-8.343.,0.166.
0.834.,0.166.
-4.839.,0.166.
4.029.,0.403.
-3.339.,0.403.
-0.454.,0.403.
5.266.,0.527.
6.180.,0.618.
5.559.,0.618.
9.412.,0.941.
2.951.,0.941.
0.886.,0.941.
2.812.,0.941.
0.441.,0.941.
-8.140.,0.186.
7.066.,0.707.
2.892.,0.707.
3.528.,0.707.
4.619.,0.707.
6.571.,0.707.
8.234.,0.823.
-5.100.,0.490.
0.926.,0.490.
5.912.,0.591.
-2.884.,0.591.
-4.812.,0.519.
-2.845.,0.519.
0.733.,0.519.
3.420.,0.519.
2.809.,0.519.
2.090.,0.519.
9.686.,0.969.
8.468.,0.969.
8.302.,0.969.
-8.762.,0.124.
2.647.,0.265.
-4.906.,0.265.
4.104.,0.410.
-3.057.,0.410.
9.313.,0.931.
-3.667.,0.633.
1.260.,0.633.
-3.652.,0.633.
-4.262.,0.574.
9.505.,0.951.
4.972.,0.951.
-7.737.,0.226.
5.142.,0.514.
-9.599.,0.040.
-9.793.,0.021.
1.633.,0.163.
9.160.,0.916.
2.289.,0.916.
6.691.,0.916.
0.123.,0.916.
7.098.,0.916.
-4.882.,0.512.
-4.063.,0.512.
3.831.,0.512.
9.008.,0.901.
3.024.,0.901.
-2.000.,0.800.
-9.590.,0.041.
-6.696.,0.041.
6.377.,0.638.
-3.397.,0.638.
3.094.,0.638.
6.055.,0.638.
9.695.,0.969.
1.138.,0.969.
0.247.,0.969.
4.262.,0.969.
-0.211.,0.969.
-4.253.,0.575.
-7.639.,0.236.
4.264.,0.426.
4.941.,0.494.
-4.301.,0.494.
-1.043.,0.494.
0.429.,0.494.
-2.358.,0.494.
-5.185.,0.482.
2.493.,0.482.
3.299.,0.482.
-1.536.,0.482.
-3.726.,0.482.
7.698.,0.770.
-7.819.,0.218.
-1.071.,0.218.
-7.672.,0.218.
4.592.,0.459.
-8.820.,0.118.
0.975.,0.118.
-6.733.,0.118.
-4.253.,0.118.
9.602.,0.960.
-7.788.,0.221.
2.945.,0.294.
-8.536.,0.146.
-5.314.,0.146.
9.156.,0.916.
8.669.,0.916.
3.235.,0.916.
6.129.,0.916.
9.434.,0.943.
8.408.,0.943.
-2.738.,0.726.
6.925.,0.726.
-5.015.,0.499.
-5.728.,0.427.
5.765.,0.577.
2.222.,0.577.
-4.714.,0.529.
-3.237.,0.529.
1.223.,0.529.
2.856.,0.529.
-1.500.,0.529.
1.557.,0.529.
-6.872.,0.313.
3.171.,0.317.
2.710.,0.317.
9.909.,0.991.
0.912.,0.991.
4.693.,0.991.
-6.614.,0.339.
8.764.,0.876.
2.525.,0.876.
-0.507.,0.876.
0.864.,0.876.
7.352.,0.876.
-3.068.,0.693.
6.060.,0.693.
-0.384.,0.693.
-6.431.,0.357.
2.557.,0.357.
8.087.,0.809.
7.524.,0.809.
-1.456.,0.809.
8.116.,0.812.
4.246.,0.812.
-8.787.,0.121.
-2.411.,0.121.
5.579.,0.558.
5.248.,0.558.
2.157.,0.558.
8.743.,0.874.
-7.624.,0.238.
9.643.,0.964.
-0.212.,0.964.
-8.826.,0.117.
-1.454.,0.117.
8.934.,0.893.
-6.558.,0.344.
9.622.,0.962.
-6.013.,0.399.
7.472.,0.747.
-1.354.,0.747.
8.928.,0.893.
-0.061.,0.893.
-0.545.,0.893.
-8.660.,0.134.
6.680.,0.668.
-9.831.,0.017.
5.779.,0.578.
6.839.,0.684.
4.457.,0.684.
3.466.,0.684.
3.955.,0.684.
8.383.,0.838.
0.775.,0.838.
-5.068.,0.493.
6.796.,0.680.
0.904.,0.680.
-9.948.,0.005.
-1.348.,0.005.
-4.986.,0.005.
0.217.,0.022.
6.122.,0.612.
-3.550.,0.612.
-5.910.,0.409.
-8.870.,0.113.
-1.387.,0.113.
2.839.,0.284.
-6.382.,0.284.
-5.899.,0.284.
-6.550.,0.284.
9.552.,0.955.
2.444.,0.955.
-5.617.,0.438.
-1.595.,0.438.
-4.992.,0.438.
8.113.,0.811.
6.671.,0.811.
6.468.,0.811.
6.497.,0.811.
-9.145.,0.085.
-9.129.,0.085.
-1.054.,0.085.
0.924.,0.092.
-9.355.,0.065.
1.082.,0.108.
-0.079.,0.108.
7.947.,0.795.
2.273.,0.795.
-1.542.,0.795.
-2.171.,0.783.
6.017.,0.783.
-8.685.,0.131.
0.713.,0.131.
-6.735.,0.131.
-8.096.,0.131.
-2.418.,0.131.
7.975.,0.798.
2.253.,0.798.
2.451.,0.798.
0.065.,0.798.
8.117.,0.812.
4.817.,0.812.
-7.633.,0.237.
1.284.,0.237.
8.078.,0.808.
5.247.,0.808.
5.278.,0.808.
2.332.,0.808.
-1.178.,0.808.
0.674.,0.808.
-6.557.,0.344.
8.272.,0.827.
-6.254.,0.375.
-5.650.,0.375.
-0.243.,0.375.
-7.962.,0.204.
-2.592.,0.204.
7.359.,0.736.
3.412.,0.736.
7.676.,0.768.
-8.823.,0.118.
-7.139.,0.118.
-1.622.,0.118.
0.618.,0.118.
-3.626.,0.118.
-3.593.,0.118.
-4.583.,0.118.
-8.044.,0.118.
7.208.,0.721.
5.450.,0.721.
8.698.,0.870.
-3.356.,0.664.
0.663.,0.664.
1.086.,0.664.
-9.535.,0.046.
-4.523.,0.046.
-0.631.,0.046.
7.340.,0.734.
1.705.,0.734.
8.737.,0.874.
-5.776.,0.422.
8.765.,0.877.
0.844.,0.877.
6.267.,0.877.
6.885.,0.877.
8.342.,0.877.
1.887.,0.877.
6.295.,0.877.
0.598.,0.877.
-8.928.,0.107.
-1.156.,0.107.
-3.865.,0.107.
-6.742.,0.107.
-6.352.,0.107.
-3.850.,0.107.
8.734.,0.873.
6.067.,0.873.
-6.540.,0.346.
5.303.,0.530.
5.434.,0.543.
-6.388.,0.361.
3.966.,0.397.
7.644.,0.764.
1.155.,0.764.
-9.487.,0.051.
2.573.,0.257.
-6.600.,0.257.
-2.859.,0.257.
-8.213.,0.179.
-1.798.,0.179.
0.756.,0.179.
-8.678.,0.132.
6.973.,0.697.
1.787.,0.697.
-0.731.,0.697.
2.601.,0.697.
5.945.,0.697.
-0.888.,0.697.
5.608.,0.697.
2.259.,0.697.
-9.310.,0.069.
-2.166.,0.069.
2.456.,0.246.
-0.617.,0.246.
-8.525.,0.147.
1.941.,0.194.
-3.978.,0.194.
-9.223.,0.078.
9.172.,0.917.
5.406.,0.917.
-8.439.,0.156.
-8.305.,0.156.
8.932.,0.893.
5.863.,0.893.
0.929.,0.893.
3.628.,0.893.
-8.324.,0.168.
-2.352.,0.168.
7.373.,0.737.
3.191.,0.737.
8.022.,0.802.
-3.817.,0.618.
-0.546.,0.618.
-6.449.,0.355.
4.215.,0.422.
6.034.,0.603.
3.092.,0.603.
-8.889.,0.111.
1.228.,0.123.
6.373.,0.637.
6.394.,0.639.
6.122.,0.639.
-1.420.,0.639.
-0.158.,0.639.
1.664.,0.639.
3.574.,0.639.
6.556.,0.656.
-4.830.,0.517.
3.657.,0.517.
-7.053.,0.295.
8.451.,0.845.
-7.554.,0.245.
1.988.,0.245.
-3.182.,0.245.
8.452.,0.845.
2.474.,0.845.
0.045.,0.845.
9.923.,0.992.
-2.607.,0.739.
4.074.,0.739.
6.310.,0.739.
6.828.,0.739.
-4.367.,0.563.
9.569.,0.957.
5.787.,0.957.
-7.968.,0.203.
7.973.,0.797.
0.269.,0.797.
-7.801.,0.220.
-3.006.,0.220.
-0.309.,0.220.
0.840.,0.220.
8.039.,0.804.
-9.017.,0.098.
-3.572.,0.098.
1.598.,0.160.
-2.504.,0.160.
-8.499.,0.150.
-1.165.,0.150.
-5.503.,0.150.
4.850.,0.485.
-3.987.,0.485.
-4.453.,0.485.
4.539.,0.485.
2.537.,0.485.
-1.959.,0.485.
-9.528.,0.047.
-8.809.,0.047.
4.809.,0.481.
0.173.,0.481.
5.353.,0.535.
7.190.,0.719.
