# x,p
-0.586.,-0.586.
6.587.,0.999.
8.456.,0.999.
-5.467.,0.999.
-1.505.,0.999.
9.873.,0.999.
-4.282.,0.999.
-4.506.,0.999.
-5.247.,0.999.
-5.740.,0.999.
-9.007.,0.999.
1.601.,0.999.
-7.666.,0.999.
3.300.,0.999.
7.786.,0.999.
-3.252.,0.999.
2.608.,0.999.
-7.124.,0.999.
-8.962.,0.999.
3.414.,0.999.
-7.946.,0.999.
0.613.,0.999.
