# x,p
-9.371.,-9.371.
-5.712.,0.992.
-4.387.,0.992.
5.606.,0.992.
-2.262.,0.992.
9.853.,0.992.
1.691.,0.992.
-9.434.,0.992.
4.128.,0.992.
-1.076.,0.992.
0.148.,0.992.
1.390.,0.992.
-4.313.,0.992.
4.529.,0.992.
-3.652.,0.992.
-5.998.,0.992.
0.361.,0.992.
3.656.,0.992.
-4.427.,0.992.
7.113.,0.992.
-9.328.,0.992.
-1.470.,0.992.
5.379.,0.992.
3.272.,0.992.
8.905.,0.992.
5.890.,0.992.
-8.301.,0.992.
-8.005.,0.992.
-8.134.,0.992.
-3.752.,0.992.
-3.834.,0.992.
-4.158.,0.992.
-4.647.,0.992.
6.134.,0.992.
3.723.,0.992.
0.011.,0.992.
-4.513.,0.992.
-8.070.,0.992.
-8.805.,0.992.
0.173.,0.992.
-9.302.,0.992.
-6.669.,0.992.
6.288.,0.992.
-5.958.,0.992.
9.331.,0.992.
-0.031.,0.992.
-3.709.,0.992.
6.946.,0.992.
-3.461.,0.992.
6.939.,0.992.
-3.691.,0.992.
2.462.,0.992.
-7.105.,0.992.
-2.739.,0.992.
4.581.,0.992.
0.294.,0.992.
4.654.,0.992.
-7.886.,0.992.
-4.350.,0.992.
-2.323.,0.992.
-5.992.,0.992.
0.968.,0.992.
-3.951.,0.992.
2.154.,0.992.
-5.348.,0.992.
8.302.,0.992.
0.117.,0.992.
1.037.,0.992.
4.046.,0.992.
-8.104.,0.992.
-9.221.,0.992.
-5.930.,0.992.
1.543.,0.992.
-0.846.,0.992.
-1.132.,0.992.
3.870.,0.992.
-4.675.,0.992.
8.939.,0.992.
2.770.,0.992.
3.316.,0.992.
6.757.,0.992.
3.166.,0.992.
2.362.,0.992.
-8.154.,0.992.
4.718.,0.992.
-5.644.,0.992.
-5.441.,0.992.
-8.957.,0.992.
2.496.,0.992.
-9.950.,0.992.
6.216.,0.992.
-6.220.,0.992.
-1.768.,0.992.
1.017.,0.992.
-0.179.,0.992.
-8.168.,0.992.
0.153.,0.992.
7.987.,0.992.
-8.610.,0.992.
-2.705.,0.992.
2.682.,0.992.
-2.246.,0.992.
-0.598.,0.992.
-10.000.,0.992.
-5.729.,0.992.
-0.543.,0.992.
-1.802.,0.992.
-8.668.,0.992.
9.195.,0.992.
6.229.,0.992.
8.642.,0.992.
-9.090.,0.992.
-1.342.,0.992.
7.300.,0.992.
-0.646.,0.992.
-6.336.,0.992.
-4.244.,0.992.
-0.700.,0.992.
0.210.,0.992.
-2.022.,0.992.
8.474.,0.992.
-5.969.,0.992.
-5.973.,0.992.
-4.062.,0.992.
1.453.,0.992.
-2.496.,0.992.
-0.196.,0.992.
6.669.,0.992.
-3.767.,0.992.
-8.582.,0.992.
7.252.,0.992.
5.647.,0.992.
-5.722.,0.992.
-8.626.,0.992.
1.206.,0.992.
-5.006.,0.992.
-9.478.,0.992.
-0.925.,0.992.
-4.527.,0.992.
6.364.,0.992.
6.007.,0.992.
-4.101.,0.992.
-3.680.,0.992.
-5.072.,0.992.
-7.231.,0.992.
0.532.,0.992.
8.306.,0.992.
-2.609.,0.992.
-0.885.,0.992.
7.410.,0.992.
-5.621.,0.992.
-0.662.,0.992.
-3.228.,0.992.
-5.019.,0.992.
6.617.,0.992.
-0.795.,0.992.
0.903.,0.992.
5.238.,0.992.
-4.720.,0.992.
9.015.,0.992.
-0.796.,0.992.
2.950.,0.992.
4.039.,0.992.
-7.130.,0.992.
-9.074.,0.992.
-5.396.,0.992.
4.289.,0.992.
-8.068.,0.992.
-6.270.,0.992.
3.440.,0.992.
-1.867.,0.992.
2.119.,0.992.
2.591.,0.992.
-7.594.,0.992.
-6.081.,0.992.
-6.371.,0.992.
-3.800.,0.992.
-7.621.,0.992.
0.776.,0.992.
-1.171.,0.992.
1.539.,0.992.
0.904.,0.992.
9.126.,0.992.
-7.983.,0.992.
-6.385.,0.992.
4.003.,0.992.
-2.204.,0.992.
8.034.,0.992.
-9.307.,0.992.
0.760.,0.992.
-5.614.,0.992.
-9.115.,0.992.
-5.983.,0.992.
6.726.,0.992.
1.715.,0.992.
-8.566.,0.992.
5.582.,0.992.
5.455.,0.992.
-7.799.,0.992.
2.457.,0.992.
2.324.,0.992.
9.943.,0.994.
-5.869.,0.994.
3.495.,0.994.
3.077.,0.994.
-4.561.,0.994.
-2.091.,0.994.
5.797.,0.994.
6.794.,0.994.
9.824.,0.994.
6.681.,0.994.
5.816.,0.994.
6.494.,0.994.
-5.756.,0.994.
7.271.,0.994.
-2.829.,0.994.
6.048.,0.994.
-0.222.,0.994.
4.724.,0.994.
6.244.,0.994.
4.571.,0.994.
2.849.,0.994.
4.456.,0.994.
5.181.,0.994.
-5.591.,0.994.
-9.125.,0.994.
-8.684.,0.994.
1.376.,0.994.
-0.248.,0.994.
0.026.,0.994.
-5.053.,0.994.
9.565.,0.994.
6.366.,0.994.
