# x,p
-7.230.,-7.230.
8.946.,0.990.
-7.017.,0.990.
-6.434.,0.990.
2.207.,0.990.
-6.773.,0.990.
-4.561.,0.990.
0.034.,0.990.
-2.739.,0.990.
4.247.,0.990.
4.211.,0.990.
-4.677.,0.990.
5.249.,0.990.
-1.171.,0.990.
1.181.,0.990.
-5.204.,0.990.
3.484.,0.990.
-6.428.,0.990.
4.850.,0.990.
-1.129.,0.990.
1.914.,0.990.
-9.333.,0.990.
-4.755.,0.990.
5.639.,0.990.
7.236.,0.990.
5.891.,0.990.
-7.880.,0.990.
1.365.,0.990.
5.246.,0.990.
2.574.,0.990.
9.376.,0.990.
-9.974.,0.990.
-7.109.,0.990.
-6.850.,0.990.
1.918.,0.990.
-7.871.,0.990.
8.238.,0.990.
6.194.,0.990.
3.252.,0.990.
7.526.,0.990.
-0.134.,0.990.
-8.729.,0.990.
-3.368.,0.990.
-1.577.,0.990.
-3.093.,0.990.
-4.346.,0.990.
4.024.,0.990.
-8.789.,0.990.
-9.332.,0.990.
5.496.,0.990.
-0.685.,0.990.
8.771.,0.990.
5.530.,0.990.
-8.972.,0.990.
-2.847.,0.990.
-3.199.,0.990.
-9.290.,0.990.
-3.751.,0.990.
6.271.,0.990.
-6.912.,0.990.
9.193.,0.990.
7.035.,0.990.
-8.019.,0.990.
5.851.,0.990.
3.457.,0.990.
8.824.,0.990.
-9.959.,0.990.
0.039.,0.990.
7.906.,0.990.
3.833.,0.990.
-9.691.,0.990.
2.061.,0.990.
4.556.,0.990.
-6.696.,0.990.
-1.186.,0.990.
3.019.,0.990.
5.998.,0.990.
6.620.,0.990.
7.545.,0.990.
-6.061.,0.990.
4.857.,0.990.
2.583.,0.990.
7.407.,0.990.
1.013.,0.990.
0.398.,0.990.
-5.235.,0.990.
9.014.,0.990.
-1.203.,0.990.
-5.183.,0.990.
-2.859.,0.990.
2.237.,0.990.
2.439.,0.990.
-0.056.,0.990.
8.785.,0.990.
4.402.,0.990.
9.531.,0.990.
1.432.,0.990.
3.768.,0.990.
-4.125.,0.990.
-8.304.,0.990.
9.658.,0.990.
9.222.,0.990.
6.364.,0.990.
9.259.,0.990.
9.112.,0.990.
-7.183.,0.990.
-2.211.,0.990.
-4.827.,0.990.
-9.927.,0.990.
7.047.,0.990.
9.107.,0.990.
-4.416.,0.990.
5.400.,0.990.
2.531.,0.990.
5.425.,0.990.
-6.619.,0.990.
6.786.,0.990.
-2.842.,0.990.
4.684.,0.990.
6.543.,0.990.
3.197.,0.990.
9.362.,0.990.
8.897.,0.990.
2.362.,0.990.
-6.077.,0.990.
0.597.,0.990.
-2.967.,0.990.
-7.772.,0.990.
-7.854.,0.990.
-3.272.,0.990.
-0.661.,0.990.
-0.206.,0.990.
1.593.,0.990.
-8.443.,0.990.
-8.196.,0.990.
-0.823.,0.990.
-0.451.,0.990.
-6.425.,0.990.
-0.807.,0.990.
-9.040.,0.990.
6.698.,0.990.
-8.179.,0.990.
-9.069.,0.990.
-2.421.,0.990.
-6.163.,0.990.
3.726.,0.990.
-6.808.,0.990.
7.559.,0.990.
-0.195.,0.990.
4.311.,0.990.
-7.851.,0.990.
2.834.,0.990.
-7.999.,0.990.
5.274.,0.990.
-2.326.,0.990.
-2.261.,0.990.
5.218.,0.990.
-1.604.,0.990.
-5.407.,0.990.
3.643.,0.990.
-8.189.,0.990.
7.698.,0.990.
3.964.,0.990.
-2.864.,0.990.
-9.840.,0.990.
7.386.,0.990.
-6.531.,0.990.
5.921.,0.990.
-7.527.,0.990.
-0.244.,0.990.
-6.138.,0.990.
-2.662.,0.990.
-2.443.,0.990.
-3.665.,0.990.
1.970.,0.990.
