# x,p
-7.693.,-7.693.
1.085.,0.970.
-5.910.,0.970.
9.619.,0.970.
-1.815.,0.970.
-3.986.,0.970.
-3.345.,0.970.
-1.138.,0.970.
-7.640.,0.970.
0.313.,0.970.
9.541.,0.970.
-6.548.,0.970.
-5.224.,0.970.
-7.049.,0.970.
-1.777.,0.970.
-1.029.,0.970.
2.963.,0.970.
2.438.,0.970.
-3.767.,0.970.
-6.392.,0.970.
-7.146.,0.970.
3.939.,0.970.
-5.214.,0.970.
-8.830.,0.970.
2.582.,0.970.
-2.797.,0.970.
8.426.,0.970.
-8.089.,0.970.
9.307.,0.970.
8.720.,0.970.
-5.883.,0.970.
-8.063.,0.970.
-5.887.,0.970.
-3.157.,0.970.
1.963.,0.970.
9.883.,0.988.
3.995.,0.988.
-2.776.,0.988.
-7.162.,0.988.
5.376.,0.988.
-4.950.,0.988.
-5.360.,0.988.
3.863.,0.988.
-1.934.,0.988.
-7.104.,0.988.
-5.970.,0.988.
-9.402.,0.988.
3.894.,0.988.
2.021.,0.988.
-4.727.,0.988.
-8.548.,0.988.
0.309.,0.988.
6.274.,0.988.
-2.791.,0.988.
-6.546.,0.988.
7.042.,0.988.
2.466.,0.988.
-1.902.,0.988.
-1.186.,0.988.
1.717.,0.988.
4.876.,0.988.
1.735.,0.988.
-7.684.,0.988.
7.572.,0.988.
-3.006.,0.988.
-7.180.,0.988.
2.972.,0.988.
-0.882.,0.988.
7.452.,0.988.
-5.895.,0.988.
-1.890.,0.988.
-5.553.,0.988.
-1.528.,0.988.
6.910.,0.988.
5.207.,0.988.
-1.196.,0.988.
-6.402.,0.988.
-5.001.,0.988.
-4.847.,0.988.
-7.572.,0.988.
-7.296.,0.988.
-3.810.,0.988.
-4.602.,0.988.
-2.567.,0.988.
4.556.,0.988.
8.587.,0.988.
-2.576.,0.988.
-9.564.,0.988.
6.526.,0.988.
-3.111.,0.988.
9.556.,0.988.
-1.675.,0.988.
-8.787.,0.988.
-7.534.,0.988.
2.651.,0.988.
3.185.,0.988.
-6.449.,0.988.
5.360.,0.988.
3.727.,0.988.
-7.221.,0.988.
1.901.,0.988.
8.517.,0.988.
-2.565.,0.988.
2.952.,0.988.
-8.175.,0.988.
0.693.,0.988.
-6.783.,0.988.
6.359.,0.988.
3.232.,0.988.
-1.629.,0.988.
-0.088.,0.988.
4.271.,0.988.
5.764.,0.988.
4.699.,0.988.
-9.804.,0.988.
-8.001.,0.988.
2.269.,0.988.
-1.662.,0.988.
4.305.,0.988.
-1.872.,0.988.
7.378.,0.988.
3.443.,0.988.
-8.046.,0.988.
-6.951.,0.988.
-3.955.,0.988.
4.067.,0.988.
3.619.,0.988.
-2.681.,0.988.
7.161.,0.988.
-4.977.,0.988.
7.845.,0.988.
-2.588.,0.988.
-4.149.,0.988.
-0.267.,0.988.
-3.119.,0.988.
-9.140.,0.988.
-2.529.,0.988.
-3.018.,0.988.
1.001.,0.988.
0.692.,0.988.
-5.400.,0.988.
7.088.,0.988.
-4.738.,0.988.
-5.792.,0.988.
4.389.,0.988.
8.657.,0.988.
-9.927.,0.988.
0.572.,0.988.
-3.929.,0.988.
8.272.,0.988.
2.195.,0.988.
-1.806.,0.988.
7.111.,0.988.
-4.298.,0.988.
-8.458.,0.988.
1.464.,0.988.
-9.815.,0.988.
-7.556.,0.988.
-4.549.,0.988.
-5.563.,0.988.
1.278.,0.988.
-9.967.,0.988.
6.313.,0.988.
-2.513.,0.988.
8.008.,0.988.
8.302.,0.988.
-0.222.,0.988.
-5.573.,0.988.
-0.332.,0.988.
7.830.,0.988.
5.790.,0.988.
-5.924.,0.988.
-0.818.,0.988.
-6.884.,0.988.
-7.713.,0.988.
4.258.,0.988.
5.746.,0.988.
-7.688.,0.988.
5.930.,0.988.
-2.575.,0.988.
7.515.,0.988.
-0.841.,0.988.
5.870.,0.988.
2.466.,0.988.
6.420.,0.988.
-5.732.,0.988.
-6.945.,0.988.
8.625.,0.988.
-1.797.,0.988.
-6.079.,0.988.
1.333.,0.988.
-2.728.,0.988.
-9.403.,0.988.
1.922.,0.988.
0.711.,0.988.
0.481.,0.988.
-5.771.,0.988.
-3.752.,0.988.
-9.657.,0.988.
6.580.,0.988.
-3.016.,0.988.
1.489.,0.988.
-1.064.,0.988.
9.185.,0.988.
-8.416.,0.988.
6.444.,0.988.
5.327.,0.988.
-9.511.,0.988.
-0.066.,0.988.
1.416.,0.988.
-1.510.,0.988.
-3.583.,0.988.
-2.515.,0.988.
6.087.,0.988.
8.102.,0.988.
-3.854.,0.988.
-5.081.,0.988.
-1.038.,0.988.
3.430.,0.988.
7.093.,0.988.
-9.483.,0.988.
-1.033.,0.988.
7.449.,0.988.
6.314.,0.988.
3.839.,0.988.
-5.409.,0.988.
1.566.,0.988.
-9.859.,0.988.
-9.499.,0.988.
0.174.,0.988.
-8.055.,0.988.
3.614.,0.988.
0.194.,0.988.
-2.566.,0.988.
-8.191.,0.988.
-8.830.,0.988.
-0.736.,0.988.
8.475.,0.988.
-3.757.,0.988.
-6.670.,0.988.
9.207.,0.988.
-6.389.,0.988.
0.859.,0.988.
-8.370.,0.988.
8.698.,0.988.
5.117.,0.988.
-8.496.,0.988.
8.384.,0.988.
5.270.,0.988.
-5.903.,0.988.
4.442.,0.988.
-7.843.,0.988.
3.591.,0.988.
5.754.,0.988.
0.067.,0.988.
-2.053.,0.988.
6.472.,0.988.
-4.093.,0.988.
-7.685.,0.988.
9.546.,0.988.
1.336.,0.988.
-5.995.,0.988.
4.215.,0.988.
1.762.,0.988.
-2.723.,0.988.
-1.890.,0.988.
8.513.,0.988.
-2.212.,0.988.
-6.612.,0.988.
-7.665.,0.988.
1.482.,0.988.
-6.484.,0.988.
9.328.,0.988.
-3.499.,0.988.
6.561.,0.988.
3.194.,0.988.
7.692.,0.988.
5.316.,0.988.
4.466.,0.988.
2.611.,0.988.
-5.338.,0.988.
8.511.,0.988.
5.173.,0.988.
1.750.,0.988.
4.313.,0.988.
-2.183.,0.988.
-5.558.,0.988.
-1.292.,0.988.
6.070.,0.988.
-1.278.,0.988.
-5.342.,0.988.
-4.175.,0.988.
-7.685.,0.988.
-0.689.,0.988.
1.292.,0.988.
4.478.,0.988.
-7.828.,0.988.
-9.300.,0.988.
8.382.,0.988.
6.570.,0.988.
8.468.,0.988.
-9.449.,0.988.
-7.723.,0.988.
-4.625.,0.988.
-8.582.,0.988.
-7.868.,0.988.
3.382.,0.988.
-0.573.,0.988.
-2.715.,0.988.
-6.192.,0.988.
-3.347.,0.988.
-7.493.,0.988.
8.086.,0.988.
-7.644.,0.988.
9.985.,0.998.
8.673.,0.998.
-3.208.,0.998.
0.296.,0.998.
1.102.,0.998.
-5.911.,0.998.
5.612.,0.998.
5.821.,0.998.
1.004.,0.998.
6.502.,0.998.
1.372.,0.998.
-4.659.,0.998.
5.151.,0.998.
2.595.,0.998.
-9.510.,0.998.
-7.325.,0.998.
0.616.,0.998.
8.085.,0.998.
-1.776.,0.998.
3.465.,0.998.
-1.948.,0.998.
-6.172.,0.998.
8.044.,0.998.
8.981.,0.998.
1.114.,0.998.
0.541.,0.998.
-1.974.,0.998.
5.519.,0.998.
-0.339.,0.998.
-3.763.,0.998.
-6.858.,0.998.
-0.074.,0.998.
-3.933.,0.998.
-9.233.,0.998.
7.610.,0.998.
4.365.,0.998.
6.249.,0.998.
-8.505.,0.998.
7.518.,0.998.
1.152.,0.998.
-4.862.,0.998.
-3.385.,0.998.
-1.612.,0.998.
6.336.,0.998.
0.701.,0.998.
7.316.,0.998.
2.985.,0.998.
-7.460.,0.998.
-2.616.,0.998.
4.986.,0.998.
-9.067.,0.998.
0.570.,0.998.
0.158.,0.998.
6.094.,0.998.
7.214.,0.998.
-7.022.,0.998.
9.202.,0.998.
8.907.,0.998.
-3.333.,0.998.
5.565.,0.998.
-3.835.,0.998.
-9.396.,0.998.
-7.590.,0.998.
-0.609.,0.998.
9.539.,0.998.
-0.396.,0.998.
