# x,p
-0.697.,-0.697.
9.522.,0.982.
-4.490.,0.982.
7.697.,0.982.
-3.575.,0.982.
4.397.,0.982.
3.765.,0.982.
-6.758.,0.982.
-6.499.,0.982.
7.650.,0.982.
8.741.,0.982.
-1.260.,0.982.
0.965.,0.982.
-7.792.,0.982.
-7.686.,0.982.
0.617.,0.982.
-1.816.,0.982.
2.573.,0.982.
-2.258.,0.982.
-2.890.,0.982.
7.221.,0.982.
-2.641.,0.982.
3.697.,0.982.
7.311.,0.982.
-8.039.,0.982.
4.083.,0.982.
3.671.,0.982.
2.169.,0.982.
-9.531.,0.982.
-1.912.,0.982.
4.115.,0.982.
-5.000.,0.982.
-7.959.,0.982.
-5.786.,0.982.
-3.231.,0.982.
-1.491.,0.982.
0.611.,0.982.
7.712.,0.982.
3.211.,0.982.
0.593.,0.982.
5.545.,0.982.
-2.997.,0.982.
-5.954.,0.982.
-2.488.,0.982.
3.152.,0.982.
9.406.,0.982.
-6.425.,0.982.
-2.946.,0.982.
5.435.,0.982.
-1.630.,0.982.
9.960.,0.996.
0.302.,0.996.
8.876.,0.996.
-1.449.,0.996.
5.360.,0.996.
0.436.,0.996.
-6.881.,0.996.
-8.460.,0.996.
-4.359.,0.996.
-5.878.,0.996.
5.232.,0.996.
-5.486.,0.996.
5.108.,0.996.
0.911.,0.996.
6.664.,0.996.
1.582.,0.996.
5.694.,0.996.
-7.891.,0.996.
2.614.,0.996.
-3.188.,0.996.
-7.202.,0.996.
-1.989.,0.996.
7.813.,0.996.
-7.901.,0.996.
-7.592.,0.996.
0.554.,0.996.
6.518.,0.996.
-3.936.,0.996.
4.647.,0.996.
-6.806.,0.996.
6.361.,0.996.
2.697.,0.996.
8.804.,0.996.
-6.367.,0.996.
-1.898.,0.996.
-6.289.,0.996.
-7.547.,0.996.
-2.961.,0.996.
-8.688.,0.996.
4.857.,0.996.
7.983.,0.996.
3.962.,0.996.
-7.287.,0.996.
-4.542.,0.996.
5.942.,0.996.
4.491.,0.996.
8.308.,0.996.
-3.074.,0.996.
1.001.,0.996.
-9.543.,0.996.
-3.566.,0.996.
-2.138.,0.996.
-7.924.,0.996.
6.944.,0.996.
3.725.,0.996.
2.837.,0.996.
9.496.,0.996.
5.419.,0.996.
2.255.,0.996.
5.935.,0.996.
-7.772.,0.996.
-8.660.,0.996.
-1.640.,0.996.
-0.541.,0.996.
-4.174.,0.996.
1.188.,0.996.
8.395.,0.996.
4.725.,0.996.
-0.014.,0.996.
2.946.,0.996.
-6.016.,0.996.
-1.926.,0.996.
-2.226.,0.996.
1.068.,0.996.
9.246.,0.996.
-6.960.,0.996.
1.484.,0.996.
-0.192.,0.996.
4.254.,0.996.
4.433.,0.996.
-9.398.,0.996.
1.402.,0.996.
9.254.,0.996.
-6.632.,0.996.
-6.293.,0.996.
1.878.,0.996.
-2.173.,0.996.
5.867.,0.996.
-3.741.,0.996.
-1.081.,0.996.
-0.848.,0.996.
-8.685.,0.996.
9.715.,0.996.
-8.934.,0.996.
-5.374.,0.996.
0.354.,0.996.
7.704.,0.996.
-2.745.,0.996.
-6.863.,0.996.
9.818.,0.996.
-7.953.,0.996.
1.333.,0.996.
2.930.,0.996.
-2.512.,0.996.
-9.725.,0.996.
8.788.,0.996.
-5.830.,0.996.
9.747.,0.996.
4.649.,0.996.
9.648.,0.996.
-8.502.,0.996.
8.933.,0.996.
-4.071.,0.996.
9.083.,0.996.
-4.668.,0.996.
2.406.,0.996.
9.684.,0.996.
-2.558.,0.996.
5.654.,0.996.
-6.774.,0.996.
4.297.,0.996.
4.826.,0.996.
3.223.,0.996.
-9.301.,0.996.
2.608.,0.996.
6.164.,0.996.
-9.293.,0.996.
-1.137.,0.996.
-7.745.,0.996.
-0.740.,0.996.
-4.854.,0.996.
6.928.,0.996.
1.152.,0.996.
4.892.,0.996.
6.079.,0.996.
8.262.,0.996.
-3.912.,0.996.
-3.389.,0.996.
-8.457.,0.996.
1.515.,0.996.
6.396.,0.996.
2.988.,0.996.
9.087.,0.996.
2.670.,0.996.
-2.670.,0.996.
-6.198.,0.996.
-0.601.,0.996.
-3.823.,0.996.
3.526.,0.996.
-9.569.,0.996.
-8.996.,0.996.
-8.036.,0.996.
7.429.,0.996.
-2.051.,0.996.
3.706.,0.996.
-1.111.,0.996.
1.581.,0.996.
3.980.,0.996.
1.309.,0.996.
-6.933.,0.996.
-9.258.,0.996.
-0.177.,0.996.
-8.389.,0.996.
0.566.,0.996.
0.701.,0.996.
-3.705.,0.996.
-3.038.,0.996.
-2.224.,0.996.
8.729.,0.996.
7.175.,0.996.
-7.897.,0.996.
-1.003.,0.996.
-0.884.,0.996.
-7.700.,0.996.
8.182.,0.996.
6.007.,0.996.
3.189.,0.996.
-3.755.,0.996.
1.755.,0.996.
-8.571.,0.996.
-4.533.,0.996.
-2.848.,0.996.
0.896.,0.996.
9.462.,0.996.
7.801.,0.996.
5.198.,0.996.
-2.701.,0.996.
-0.379.,0.996.
-4.478.,0.996.
-3.664.,0.996.
-3.283.,0.996.
5.481.,0.996.
7.120.,0.996.
-3.168.,0.996.
-1.498.,0.996.
-6.774.,0.996.
-8.367.,0.996.
1.081.,0.996.
-9.326.,0.996.
-4.857.,0.996.
-0.482.,0.996.
2.939.,0.996.
-6.423.,0.996.
7.592.,0.996.
-3.983.,0.996.
-2.462.,0.996.
-8.852.,0.996.
-4.115.,0.996.
-2.265.,0.996.
8.394.,0.996.
4.006.,0.996.
-0.762.,0.996.
-3.786.,0.996.
-1.626.,0.996.
6.469.,0.996.
-8.633.,0.996.
5.264.,0.996.
7.525.,0.996.
-0.738.,0.996.
5.573.,0.996.
5.951.,0.996.
-9.643.,0.996.
-9.254.,0.996.
-5.823.,0.996.
-3.471.,0.996.
-6.921.,0.996.
-4.722.,0.996.
3.221.,0.996.
-2.021.,0.996.
0.066.,0.996.
3.936.,0.996.
-7.643.,0.996.
-0.968.,0.996.
-0.830.,0.996.
-1.316.,0.996.
-1.812.,0.996.
8.252.,0.996.
6.008.,0.996.
9.024.,0.996.
6.073.,0.996.
0.789.,0.996.
6.023.,0.996.
-4.717.,0.996.
-8.738.,0.996.
-1.250.,0.996.
0.369.,0.996.
-3.038.,0.996.
9.509.,0.996.
1.014.,0.996.
4.121.,0.996.
0.407.,0.996.
9.799.,0.996.
-1.778.,0.996.
-1.986.,0.996.
-5.165.,0.996.
-4.289.,0.996.
3.812.,0.996.
-3.540.,0.996.
-8.765.,0.996.
1.329.,0.996.
6.690.,0.996.
-9.189.,0.996.
-9.938.,0.996.
-1.893.,0.996.
3.867.,0.996.
3.558.,0.996.
-2.835.,0.996.
6.281.,0.996.
-8.138.,0.996.
6.536.,0.996.
-3.152.,0.996.
4.890.,0.996.
-8.332.,0.996.
-3.826.,0.996.
-7.206.,0.996.
-6.559.,0.996.
-3.410.,0.996.
5.612.,0.996.
-1.037.,0.996.
-3.498.,0.996.
-5.939.,0.996.
3.066.,0.996.
8.563.,0.996.
1.656.,0.996.
-6.178.,0.996.
-9.320.,0.996.
-2.849.,0.996.
3.367.,0.996.
-1.469.,0.996.
9.702.,0.996.
-4.084.,0.996.
9.248.,0.996.
-9.028.,0.996.
8.889.,0.996.
-7.123.,0.996.
6.514.,0.996.
2.631.,0.996.
-2.021.,0.996.
7.115.,0.996.
4.419.,0.996.
2.240.,0.996.
4.419.,0.996.
-8.397.,0.996.
9.755.,0.996.
3.991.,0.996.
4.546.,0.996.
-9.823.,0.996.
9.453.,0.996.
6.004.,0.996.
