# x,p
-5.824.,-5.824.
6.446.,0.993.
-9.464.,0.993.
-4.984.,0.993.
0.181.,0.993.
-9.202.,0.993.
9.816.,0.993.
-4.195.,0.993.
-8.722.,0.993.
-9.244.,0.993.
-6.347.,0.993.
-4.019.,0.993.
-3.048.,0.993.
1.241.,0.993.
-5.470.,0.993.
7.319.,0.993.
-1.243.,0.993.
7.146.,0.993.
1.232.,0.993.
1.524.,0.993.
-6.296.,0.993.
-9.102.,0.993.
4.372.,0.993.
3.270.,0.993.
-5.235.,0.993.
2.030.,0.993.
-0.151.,0.993.
3.606.,0.993.
5.466.,0.993.
8.366.,0.993.
-4.445.,0.993.
4.594.,0.993.
0.489.,0.993.
-6.462.,0.993.
5.376.,0.993.
-1.313.,0.993.
-3.832.,0.993.
-7.855.,0.993.
4.811.,0.993.
-1.225.,0.993.
-0.958.,0.993.
-6.789.,0.993.
-2.192.,0.993.
0.750.,0.993.
3.242.,0.993.
4.710.,0.993.
-6.309.,0.993.
-8.117.,0.993.
-4.507.,0.993.
-3.609.,0.993.
8.887.,0.993.
-9.026.,0.993.
1.868.,0.993.
1.625.,0.993.
-1.290.,0.993.
-6.420.,0.993.
8.089.,0.993.
-7.504.,0.993.
0.272.,0.993.
-8.112.,0.993.
-6.639.,0.993.
9.664.,0.993.
-7.297.,0.993.
3.642.,0.993.
-2.991.,0.993.
-5.340.,0.993.
-6.182.,0.993.
-9.830.,0.993.
-7.079.,0.993.
-0.034.,0.993.
-0.484.,0.993.
7.509.,0.993.
9.070.,0.993.
-9.416.,0.993.
-4.816.,0.993.
-6.244.,0.993.
-9.304.,0.993.
-9.001.,0.993.
-6.059.,0.993.
4.577.,0.993.
8.213.,0.993.
-1.120.,0.993.
-4.752.,0.993.
-3.479.,0.993.
-1.076.,0.993.
-7.687.,0.993.
-1.907.,0.993.
6.827.,0.993.
-4.812.,0.993.
9.475.,0.993.
9.474.,0.993.
-7.836.,0.993.
3.143.,0.993.
-2.446.,0.993.
9.813.,0.993.
-7.891.,0.993.
-3.424.,0.993.
-0.777.,0.993.
8.375.,0.993.
-8.545.,0.993.
6.407.,0.993.
-2.750.,0.993.
-2.677.,0.993.
-9.454.,0.993.
9.216.,0.993.
0.256.,0.993.
5.070.,0.993.
-4.118.,0.993.
-9.328.,0.993.
4.541.,0.993.
-9.407.,0.993.
-0.415.,0.993.
-0.979.,0.993.
-6.974.,0.993.
8.392.,0.993.
-0.625.,0.993.
1.094.,0.993.
-9.051.,0.993.
-5.077.,0.993.
6.931.,0.993.
-2.265.,0.993.
-3.801.,0.993.
-7.976.,0.993.
1.787.,0.993.
-8.321.,0.993.
9.603.,0.993.
2.922.,0.993.
-2.997.,0.993.
-0.336.,0.993.
7.525.,0.993.
9.578.,0.993.
3.402.,0.993.
8.448.,0.993.
-3.322.,0.993.
9.999.,1.000.
3.169.,1.000.
-6.519.,1.000.
-4.963.,1.000.
-0.892.,1.000.
5.331.,1.000.
0.900.,1.000.
1.624.,1.000.
-7.507.,1.000.
-6.391.,1.000.
-7.039.,1.000.
-2.693.,1.000.
1.369.,1.000.
-1.673.,1.000.
7.752.,1.000.
-7.542.,1.000.
7.068.,1.000.
-6.501.,1.000.
8.474.,1.000.
-7.692.,1.000.
6.011.,1.000.
-9.274.,1.000.
-3.728.,1.000.
-8.246.,1.000.
2.268.,1.000.
-3.441.,1.000.
-7.426.,1.000.
9.652.,1.000.
7.311.,1.000.
-0.779.,1.000.
-7.727.,1.000.
5.803.,1.000.
2.076.,1.000.
6.831.,1.000.
5.138.,1.000.
-2.647.,1.000.
-7.632.,1.000.
-5.732.,1.000.
0.826.,1.000.
-8.820.,1.000.
-1.789.,1.000.
-3.251.,1.000.
8.133.,1.000.
-4.973.,1.000.
-9.263.,1.000.
5.690.,1.000.
-4.853.,1.000.
-8.148.,1.000.
7.785.,1.000.
-4.825.,1.000.
3.537.,1.000.
-8.720.,1.000.
8.437.,1.000.
-5.079.,1.000.
-9.343.,1.000.
-3.453.,1.000.
1.352.,1.000.
-4.400.,1.000.
-4.447.,1.000.
0.704.,1.000.
-0.160.,1.000.
4.184.,1.000.
-1.572.,1.000.
-8.838.,1.000.
-2.507.,1.000.
6.936.,1.000.
-5.419.,1.000.
-4.194.,1.000.
7.896.,1.000.
8.385.,1.000.
7.498.,1.000.
2.171.,1.000.
-5.691.,1.000.
-7.101.,1.000.
7.378.,1.000.
9.630.,1.000.
-1.717.,1.000.
5.503.,1.000.
0.122.,1.000.
-6.047.,1.000.
-0.351.,1.000.
-6.161.,1.000.
9.890.,1.000.
4.255.,1.000.
-2.043.,1.000.
9.643.,1.000.
9.375.,1.000.
-1.898.,1.000.
8.264.,1.000.
6.216.,1.000.
4.453.,1.000.
0.953.,1.000.
-1.341.,1.000.
3.837.,1.000.
-3.655.,1.000.
9.241.,1.000.
2.329.,1.000.
-4.990.,1.000.
6.374.,1.000.
3.798.,1.000.
-7.422.,1.000.
-0.076.,1.000.
-0.086.,1.000.
-4.828.,1.000.
-1.956.,1.000.
5.587.,1.000.
8.060.,1.000.
-2.520.,1.000.
-1.117.,1.000.
2.606.,1.000.
-4.440.,1.000.
-5.929.,1.000.
-6.765.,1.000.
-8.518.,1.000.
1.719.,1.000.
