# x,p
-5.557.,-5.557.
9.553.,9.918.
-4.640.,9.918.
8.618.,9.918.
2.462.,9.918.
-1.134.,9.918.
-2.611.,9.918.
-4.264.,9.918.
1.002.,9.918.
3.874.,9.918.
5.359.,9.918.
-1.051.,9.918.
-0.593.,9.918.
7.118.,9.918.
-3.535.,9.918.
-8.415.,9.918.
-0.518.,9.918.
5.397.,9.918.
5.032.,9.918.
2.131.,9.918.
-1.093.,9.918.
-1.510.,9.918.
1.836.,9.918.
7.335.,9.918.
4.938.,9.918.
9.008.,9.918.
6.912.,9.918.
-7.173.,9.918.
-7.177.,9.918.
7.652.,9.918.
3.464.,9.918.
-8.021.,9.918.
8.548.,9.918.
-2.930.,9.918.
-4.220.,9.918.
8.014.,9.918.
3.747.,9.918.
-0.910.,9.918.
-5.927.,9.918.
3.754.,9.918.
0.888.,9.918.
-8.310.,9.918.
9.227.,9.918.
-0.867.,9.918.
-0.863.,9.918.
-8.023.,9.918.
-7.405.,9.918.
8.588.,9.918.
3.356.,9.918.
-7.712.,9.918.
-6.765.,9.918.
-0.302.,9.918.
2.943.,9.918.
2.666.,9.918.
1.820.,9.918.
-1.576.,9.918.
-5.066.,9.918.
-0.143.,9.918.
-5.952.,9.918.
0.290.,9.918.
0.154.,9.918.
8.913.,9.918.
1.614.,9.918.
2.786.,9.918.
9.547.,9.918.
4.148.,9.918.
-2.291.,9.918.
5.357.,9.918.
-2.284.,9.918.
-6.821.,9.918.
2.568.,9.918.
4.275.,9.918.
-7.631.,9.918.
-8.997.,9.918.
8.019.,9.918.
4.207.,9.918.
9.168.,9.918.
0.880.,9.918.
-2.386.,9.918.
3.114.,9.918.
7.272.,9.918.
2.250.,9.918.
5.655.,9.918.
1.810.,9.918.
-0.971.,9.918.
5.655.,9.918.
-1.108.,9.918.
-1.700.,9.918.
-2.812.,9.918.
-1.042.,9.918.
-7.586.,9.918.
-2.104.,9.918.
-4.262.,9.918.
-4.157.,9.918.
-1.965.,9.918.
1.090.,9.918.
-1.068.,9.918.
-3.445.,9.918.
3.071.,9.918.
-8.888.,9.918.
9.501.,9.918.
-8.627.,9.918.
2.320.,9.918.
-3.455.,9.918.
-1.552.,9.918.
-0.780.,9.918.
6.633.,9.918.
1.409.,9.918.
3.205.,9.918.
8.309.,9.918.
-4.526.,9.918.
-5.246.,9.918.
4.140.,9.918.
9.473.,9.918.
-3.298.,9.918.
1.525.,9.918.
-3.065.,9.918.
-1.604.,9.918.
-9.736.,9.918.
-1.441.,9.918.
4.277.,9.918.
2.121.,9.918.
-4.681.,9.918.
-6.424.,9.918.
-7.084.,9.918.
-2.572.,9.918.
0.990.,9.918.
7.842.,9.918.
-5.437.,9.918.
-9.004.,9.918.
1.738.,9.918.
-6.065.,9.918.
1.413.,9.918.
0.185.,9.918.
-1.586.,9.918.
-8.510.,9.918.
5.884.,9.918.
-3.939.,9.918.
-8.023.,9.918.
8.207.,9.918.
-1.688.,9.918.
-8.478.,9.918.
4.719.,9.918.
-3.530.,9.918.
-4.636.,9.918.
9.608.,9.918.
4.609.,9.918.
7.834.,9.918.
-8.872.,9.918.
4.226.,9.918.
3.394.,9.918.
4.763.,9.918.
-1.363.,9.918.
-7.136.,9.918.
1.768.,9.918.
7.897.,9.918.
-1.554.,9.918.
-2.249.,9.918.
5.125.,9.918.
5.020.,9.918.
7.858.,9.918.
4.053.,9.918.
1.622.,9.918.
1.502.,9.918.
9.488.,9.918.
-6.487.,9.918.
8.830.,9.918.
-0.481.,9.918.
-7.806.,9.918.
8.788.,9.918.
9.699.,9.918.
5.903.,9.918.
-5.796.,9.918.
-1.158.,9.918.
9.149.,9.918.
4.553.,9.918.
-6.736.,9.918.
-8.388.,9.918.
-4.652.,9.918.
7.537.,9.918.
-7.120.,9.918.
6.116.,9.918.
4.929.,9.918.
7.997.,9.918.
5.758.,9.918.
5.782.,9.918.
-4.747.,9.918.
-6.686.,9.918.
3.365.,9.918.
-6.225.,9.918.
2.604.,9.918.
7.575.,9.918.
-7.400.,9.918.
1.827.,9.918.
0.802.,9.918.
1.186.,9.918.
0.289.,9.918.
2.710.,9.918.
6.260.,9.918.
-4.426.,9.918.
3.887.,9.918.
7.339.,9.918.
-8.067.,9.918.
-0.829.,9.918.
1.874.,9.918.
3.093.,9.918.
5.015.,9.918.
8.248.,9.918.
-9.784.,9.918.
-0.918.,9.918.
6.286.,9.918.
-5.373.,9.918.
-3.045.,9.918.
-6.372.,9.918.
8.580.,9.918.
4.296.,9.918.
0.420.,9.918.
6.833.,9.918.
3.101.,9.918.
8.872.,9.918.
-6.738.,9.918.
-4.021.,9.918.
-4.022.,9.918.
-4.090.,9.918.
2.743.,9.918.
-4.812.,9.918.
1.845.,9.918.
-0.228.,9.918.
-8.196.,9.918.
5.176.,9.918.
-9.890.,9.918.
-7.962.,9.918.
1.157.,9.918.
7.748.,9.918.
3.440.,9.918.
5.302.,9.918.
-8.231.,9.918.
5.222.,9.918.
-2.078.,9.918.
-3.856.,9.918.
-6.788.,9.918.
4.449.,9.918.
-8.494.,9.918.
-7.848.,9.918.
-0.433.,9.918.
2.696.,9.918.
-7.182.,9.918.
-4.948.,9.918.
8.120.,9.918.
-3.929.,9.918.
9.387.,9.918.
-7.499.,9.918.
4.153.,9.918.
2.383.,9.918.
-4.454.,9.918.
-3.293.,9.918.
-7.686.,9.918.
4.480.,9.918.
7.661.,9.918.
9.783.,9.918.
0.770.,9.918.
-2.432.,9.918.
9.074.,9.918.
7.235.,9.918.
-4.375.,9.918.
9.575.,9.918.
-5.690.,9.918.
-4.480.,9.918.
-3.365.,9.918.
-1.165.,9.918.
-6.781.,9.918.
8.991.,9.918.
-1.941.,9.918.
9.480.,9.918.
-0.814.,9.918.
4.351.,9.918.
-0.295.,9.918.
4.783.,9.918.
-7.982.,9.918.
