# x,p
-9.930.,-9.930.
2.603.,0.990.
-8.298.,0.990.
-4.954.,0.990.
-0.207.,0.990.
-4.660.,0.990.
2.366.,0.990.
4.147.,0.990.
-7.605.,0.990.
-0.519.,0.990.
-7.831.,0.990.
-0.490.,0.990.
-2.400.,0.990.
5.971.,0.990.
-1.073.,0.990.
-3.305.,0.990.
8.170.,0.990.
-3.944.,0.990.
-2.975.,0.990.
-6.911.,0.990.
7.032.,0.990.
7.210.,0.990.
-1.223.,0.990.
-5.272.,0.990.
3.366.,0.990.
2.004.,0.990.
-2.997.,0.990.
-6.802.,0.990.
4.406.,0.990.
-3.687.,0.990.
-0.445.,0.990.
-7.252.,0.990.
1.969.,0.990.
6.263.,0.990.
8.802.,0.990.
-9.996.,0.990.
5.735.,0.990.
8.486.,0.990.
-8.870.,0.990.
-8.845.,0.990.
-4.468.,0.990.
8.510.,0.990.
-5.861.,0.990.
-7.030.,0.990.
-9.811.,0.990.
9.283.,0.990.
-3.482.,0.990.
7.300.,0.990.
-4.841.,0.990.
3.318.,0.990.
-5.571.,0.990.
5.013.,0.990.
-8.018.,0.990.
-7.943.,0.990.
0.675.,0.990.
7.047.,0.990.
0.311.,0.990.
4.541.,0.990.
-5.082.,0.990.
2.198.,0.990.
9.936.,0.994.
-2.684.,0.994.
-6.350.,0.994.
