# x,p
-6.104.,-6.104.
1.706.,0.977.
8.546.,0.977.
4.120.,0.977.
9.362.,0.977.
-2.740.,0.977.
-0.424.,0.977.
-0.603.,0.977.
-7.513.,0.977.
-3.748.,0.977.
5.287.,0.977.
-5.646.,0.977.
-8.304.,0.977.
4.957.,0.977.
-7.346.,0.977.
-4.394.,0.977.
-4.959.,0.977.
-7.820.,0.977.
9.530.,0.977.
9.998.,1.000.
3.410.,1.000.
3.983.,1.000.
-9.259.,1.000.
5.513.,1.000.
4.187.,1.000.
-6.664.,1.000.
-7.625.,1.000.
-8.322.,1.000.
2.997.,1.000.
6.433.,1.000.
1.070.,1.000.
-6.064.,1.000.
-9.052.,1.000.
0.150.,1.000.
5.204.,1.000.
-8.724.,1.000.
7.043.,1.000.
-7.784.,1.000.
-0.787.,1.000.
9.359.,1.000.
8.671.,1.000.
0.923.,1.000.
1.899.,1.000.
9.414.,1.000.
-0.699.,1.000.
9.378.,1.000.
8.692.,1.000.
-6.171.,1.000.
-3.648.,1.000.
-9.645.,1.000.
-3.294.,1.000.
1.349.,1.000.
1.049.,1.000.
-8.167.,1.000.
3.791.,1.000.
-2.396.,1.000.
-4.441.,1.000.
-2.263.,1.000.
4.029.,1.000.
5.282.,1.000.
1.462.,1.000.
7.472.,1.000.
7.011.,1.000.
1.146.,1.000.
-7.522.,1.000.
-7.929.,1.000.
-5.383.,1.000.
-0.176.,1.000.
1.340.,1.000.
0.362.,1.000.
2.833.,1.000.
-7.914.,1.000.
2.172.,1.000.
6.721.,1.000.
-1.304.,1.000.
-2.067.,1.000.
-1.780.,1.000.
6.332.,1.000.
9.200.,1.000.
8.288.,1.000.
-7.178.,1.000.
-7.536.,1.000.
0.115.,1.000.
3.477.,1.000.
9.608.,1.000.
5.675.,1.000.
2.590.,1.000.
-4.329.,1.000.
-4.108.,1.000.
-6.742.,1.000.
2.683.,1.000.
-7.072.,1.000.
-7.279.,1.000.
-4.848.,1.000.
1.214.,1.000.
-9.235.,1.000.
0.032.,1.000.
5.114.,1.000.
-0.240.,1.000.
7.838.,1.000.
-6.484.,1.000.
3.206.,1.000.
-9.317.,1.000.
1.738.,1.000.
8.089.,1.000.
6.441.,1.000.
-8.302.,1.000.
-7.771.,1.000.
-6.655.,1.000.
-2.526.,1.000.
6.870.,1.000.
4.450.,1.000.
8.386.,1.000.
-6.349.,1.000.
-4.446.,1.000.
8.982.,1.000.
-2.879.,1.000.
9.513.,1.000.
2.780.,1.000.
8.005.,1.000.
0.927.,1.000.
2.762.,1.000.
5.146.,1.000.
5.870.,1.000.
-6.036.,1.000.
-9.804.,1.000.
5.584.,1.000.
1.990.,1.000.
6.762.,1.000.
0.881.,1.000.
4.735.,1.000.
6.639.,1.000.
-8.142.,1.000.
-7.350.,1.000.
-1.146.,1.000.
9.640.,1.000.
1.919.,1.000.
9.069.,1.000.
0.191.,1.000.
7.078.,1.000.
0.698.,1.000.
1.993.,1.000.
8.306.,1.000.
8.940.,1.000.
-1.869.,1.000.
-4.895.,1.000.
-1.251.,1.000.
1.860.,1.000.
-0.985.,1.000.
0.161.,1.000.
-2.993.,1.000.
2.201.,1.000.
-7.827.,1.000.
-2.877.,1.000.
-6.090.,1.000.
0.454.,1.000.
-2.263.,1.000.
4.973.,1.000.
-6.818.,1.000.
-3.518.,1.000.
-1.244.,1.000.
-1.065.,1.000.
-8.832.,1.000.
-6.398.,1.000.
-6.158.,1.000.
-4.048.,1.000.
5.098.,1.000.
-1.472.,1.000.
8.442.,1.000.
8.302.,1.000.
-6.050.,1.000.
-1.807.,1.000.
5.292.,1.000.
2.247.,1.000.
3.612.,1.000.
-3.376.,1.000.
-9.912.,1.000.
-3.665.,1.000.
-3.406.,1.000.
-1.698.,1.000.
8.825.,1.000.
1.891.,1.000.
9.246.,1.000.
6.155.,1.000.
-2.631.,1.000.
-9.769.,1.000.
-8.911.,1.000.
3.856.,1.000.
4.011.,1.000.
-1.687.,1.000.
-9.614.,1.000.
9.838.,1.000.
-9.200.,1.000.
0.211.,1.000.
-0.136.,1.000.
-7.261.,1.000.
7.522.,1.000.
-8.691.,1.000.
-6.141.,1.000.
3.748.,1.000.
-7.861.,1.000.
-7.839.,1.000.
5.645.,1.000.
8.773.,1.000.
-7.773.,1.000.
-0.355.,1.000.
-2.476.,1.000.
3.501.,1.000.
1.139.,1.000.
6.278.,1.000.
-8.809.,1.000.
1.208.,1.000.
3.349.,1.000.
2.035.,1.000.
9.823.,1.000.
-9.531.,1.000.
9.656.,1.000.
-8.484.,1.000.
3.181.,1.000.
2.609.,1.000.
-1.034.,1.000.
1.826.,1.000.
0.745.,1.000.
2.605.,1.000.
8.209.,1.000.
8.448.,1.000.
-0.708.,1.000.
5.420.,1.000.
-6.538.,1.000.
-3.853.,1.000.
-2.789.,1.000.
-9.210.,1.000.
-8.345.,1.000.
-9.371.,1.000.
-6.568.,1.000.
3.961.,1.000.
4.808.,1.000.
-7.644.,1.000.
1.668.,1.000.
4.855.,1.000.
2.265.,1.000.
9.833.,1.000.
-7.316.,1.000.
-4.416.,1.000.
-1.271.,1.000.
2.407.,1.000.
-1.160.,1.000.
-6.846.,1.000.
-1.065.,1.000.
-7.637.,1.000.
-4.276.,1.000.
-0.839.,1.000.
3.227.,1.000.
-2.330.,1.000.
-3.216.,1.000.
4.508.,1.000.
-4.485.,1.000.
-2.909.,1.000.
-7.819.,1.000.
8.739.,1.000.
7.360.,1.000.
-9.347.,1.000.
-0.969.,1.000.
-2.389.,1.000.
-0.622.,1.000.
-0.426.,1.000.
7.396.,1.000.
-5.826.,1.000.
-1.488.,1.000.
9.505.,1.000.
-7.250.,1.000.
5.255.,1.000.
-2.492.,1.000.
-7.513.,1.000.
-8.129.,1.000.
-5.077.,1.000.
1.172.,1.000.
4.981.,1.000.
0.910.,1.000.
1.457.,1.000.
-5.528.,1.000.
0.011.,1.000.
4.932.,1.000.
4.658.,1.000.
-2.620.,1.000.
-0.193.,1.000.
-3.109.,1.000.
2.781.,1.000.
-8.751.,1.000.
-7.252.,1.000.
7.320.,1.000.
-5.757.,1.000.
7.652.,1.000.
6.017.,1.000.
5.888.,1.000.
2.676.,1.000.
2.581.,1.000.
8.319.,1.000.
5.434.,1.000.
1.176.,1.000.
9.055.,1.000.
7.047.,1.000.
-0.724.,1.000.
-5.154.,1.000.
6.216.,1.000.
-2.577.,1.000.
-1.565.,1.000.
-1.161.,1.000.
-4.479.,1.000.
8.979.,1.000.
8.990.,1.000.
0.992.,1.000.
8.198.,1.000.
-4.537.,1.000.
-0.225.,1.000.
-4.429.,1.000.
2.587.,1.000.
-6.659.,1.000.
-9.204.,1.000.
-8.462.,1.000.
-0.731.,1.000.
-1.411.,1.000.
-4.173.,1.000.
0.265.,1.000.
-4.064.,1.000.
7.135.,1.000.
5.837.,1.000.
-5.768.,1.000.
-8.607.,1.000.
-6.262.,1.000.
4.727.,1.000.
-9.234.,1.000.
6.127.,1.000.
-7.951.,1.000.
6.383.,1.000.
0.294.,1.000.
-8.961.,1.000.
-3.560.,1.000.
8.163.,1.000.
-2.192.,1.000.
-9.796.,1.000.
-8.412.,1.000.
0.548.,1.000.
