# x,p
-8.239.,-8.239.
-3.914.,0.999.
0.558.,0.999.
-5.161.,0.999.
-8.212.,0.999.
2.261.,0.999.
6.719.,0.999.
7.701.,0.999.
2.735.,0.999.
-2.961.,0.999.
-6.300.,0.999.
-7.923.,0.999.
5.713.,0.999.
-8.665.,0.999.
9.902.,0.999.
8.810.,0.999.
1.615.,0.999.
-8.207.,0.999.
7.370.,0.999.
-5.900.,0.999.
-9.106.,0.999.
-8.131.,0.999.
-3.470.,0.999.
5.591.,0.999.
-3.636.,0.999.
-5.092.,0.999.
-0.207.,0.999.
4.521.,0.999.
-4.135.,0.999.
-9.553.,0.999.
3.018.,0.999.
4.479.,0.999.
-7.788.,0.999.
6.385.,0.999.
1.735.,0.999.
8.247.,0.999.
3.366.,0.999.
-6.723.,0.999.
7.103.,0.999.
-8.039.,0.999.
-9.279.,0.999.
4.360.,0.999.
2.693.,0.999.
-2.519.,0.999.
7.361.,0.999.
-5.898.,0.999.
-8.135.,0.999.
-1.879.,0.999.
4.450.,0.999.
3.297.,0.999.
9.051.,0.999.
6.285.,0.999.
-1.012.,0.999.
-0.733.,0.999.
-7.396.,0.999.
8.340.,0.999.
1.161.,0.999.
7.424.,0.999.
-3.214.,0.999.
8.655.,0.999.
-8.741.,0.999.
3.935.,0.999.
-6.116.,0.999.
-5.620.,0.999.
-2.554.,0.999.
-6.404.,0.999.
-3.455.,0.999.
2.428.,0.999.
9.716.,0.999.
-5.125.,0.999.
2.124.,0.999.
-2.736.,0.999.
-5.056.,0.999.
-7.168.,0.999.
-7.825.,0.999.
0.624.,0.999.
-9.897.,0.999.
0.164.,0.999.
6.218.,0.999.
3.557.,0.999.
-6.332.,0.999.
9.510.,0.999.
-4.329.,0.999.
4.342.,0.999.
3.845.,0.999.
-6.811.,0.999.
-6.909.,0.999.
0.760.,0.999.
-4.982.,0.999.
1.858.,0.999.
3.667.,0.999.
-7.979.,0.999.
-6.793.,0.999.
9.918.,0.999.
-9.105.,0.999.
9.615.,0.999.
3.286.,0.999.
-5.067.,0.999.
5.970.,0.999.
6.438.,0.999.
4.013.,0.999.
6.311.,0.999.
8.651.,0.999.
-6.221.,0.999.
9.657.,0.999.
8.944.,0.999.
8.699.,0.999.
6.223.,0.999.
4.968.,0.999.
2.685.,0.999.
1.647.,0.999.
5.728.,0.999.
1.016.,0.999.
-0.813.,0.999.
0.111.,0.999.
7.724.,0.999.
7.419.,0.999.
2.304.,0.999.
-7.844.,0.999.
6.111.,0.999.
-9.015.,0.999.
-9.872.,0.999.
-2.658.,0.999.
1.627.,0.999.
-3.410.,0.999.
2.915.,0.999.
0.862.,0.999.
8.902.,0.999.
-5.083.,0.999.
-2.580.,0.999.
5.633.,0.999.
-1.044.,0.999.
-4.495.,0.999.
-1.437.,0.999.
-9.965.,0.999.
4.722.,0.999.
8.134.,0.999.
-0.998.,0.999.
-7.113.,0.999.
2.414.,0.999.
4.848.,0.999.
3.924.,0.999.
0.425.,0.999.
-4.402.,0.999.
-1.114.,0.999.
6.579.,0.999.
7.386.,0.999.
-7.023.,0.999.
6.947.,0.999.
-7.185.,0.999.
-8.241.,0.999.
8.845.,0.999.
5.316.,0.999.
-4.269.,0.999.
-6.589.,0.999.
-4.814.,0.999.
7.076.,0.999.
-1.328.,0.999.
0.712.,0.999.
5.366.,0.999.
-9.864.,0.999.
-9.437.,0.999.
-0.117.,0.999.
-0.880.,0.999.
8.712.,0.999.
-8.910.,0.999.
-9.504.,0.999.
5.582.,0.999.
-6.398.,0.999.
4.562.,0.999.
-7.445.,0.999.
-0.466.,0.999.
4.232.,0.999.
4.634.,0.999.
7.594.,0.999.
4.550.,0.999.
-9.773.,0.999.
-6.203.,0.999.
-3.299.,0.999.
2.232.,0.999.
-5.977.,0.999.
-7.051.,0.999.
7.836.,0.999.
