# x,p
-6.040.,-6.040.
5.734.,0.991.
-8.630.,0.991.
1.003.,0.991.
-9.865.,0.991.
8.747.,0.991.
2.779.,0.991.
3.289.,0.991.
6.486.,0.991.
-5.119.,0.991.
-0.823.,0.991.
-2.325.,0.991.
-3.144.,0.991.
3.277.,0.991.
4.011.,0.991.
0.382.,0.991.
-2.880.,0.991.
-7.498.,0.991.
8.141.,0.991.
-3.307.,0.991.
7.662.,0.991.
-2.302.,0.991.
7.959.,0.991.
-8.176.,0.991.
-7.946.,0.991.
-0.970.,0.991.
-2.983.,0.991.
-3.918.,0.991.
-7.376.,0.991.
-8.123.,0.991.
7.831.,0.991.
-6.803.,0.991.
-5.599.,0.991.
8.020.,0.991.
-0.378.,0.991.
1.624.,0.991.
-1.319.,0.991.
1.874.,0.991.
-5.356.,0.991.
-9.266.,0.991.
3.420.,0.991.
-5.119.,0.991.
9.799.,0.991.
-0.483.,0.991.
-3.352.,0.991.
1.703.,0.991.
9.621.,0.991.
8.323.,0.991.
-3.947.,0.991.
-5.234.,0.991.
1.515.,0.991.
-7.097.,0.991.
1.188.,0.991.
1.525.,0.991.
-0.899.,0.991.
1.725.,0.991.
9.488.,0.991.
-5.780.,0.991.
-9.355.,0.991.
-3.094.,0.991.
0.559.,0.991.
-2.654.,0.991.
5.814.,0.991.
0.777.,0.991.
9.332.,0.991.
-4.924.,0.991.
3.954.,0.991.
0.884.,0.991.
3.740.,0.991.
7.466.,0.991.
-2.961.,0.991.
6.226.,0.991.
1.732.,0.991.
-9.986.,0.991.
1.908.,0.991.
-6.930.,0.991.
-8.960.,0.991.
2.870.,0.991.
0.992.,0.991.
5.884.,0.991.
5.717.,0.991.
-8.924.,0.991.
-7.686.,0.991.
-2.099.,0.991.
7.110.,0.991.
8.053.,0.991.
-9.632.,0.991.
4.498.,0.991.
1.107.,0.991.
-8.115.,0.991.
4.357.,0.991.
3.735.,0.991.
-1.918.,0.991.
-4.152.,0.991.
0.847.,0.991.
1.462.,0.991.
3.821.,0.991.
-8.572.,0.991.
-9.768.,0.991.
-9.011.,0.991.
-3.528.,0.991.
9.194.,0.991.
-4.164.,0.991.
-0.903.,0.991.
-0.778.,0.991.
8.878.,0.991.
-8.081.,0.991.
-0.812.,0.991.
-4.937.,0.991.
8.819.,0.991.
1.530.,0.991.
7.061.,0.991.
-3.195.,0.991.
-7.908.,0.991.
2.317.,0.991.
1.150.,0.991.
9.028.,0.991.
-3.630.,0.991.
0.365.,0.991.
-2.978.,0.991.
-9.814.,0.991.
0.565.,0.991.
-7.789.,0.991.
3.040.,0.991.
-2.030.,0.991.
-8.574.,0.991.
8.121.,0.991.
-2.562.,0.991.
7.451.,0.991.
-2.728.,0.991.
0.460.,0.991.
1.865.,0.991.
4.120.,0.991.
-9.623.,0.991.
1.878.,0.991.
1.950.,0.991.
-8.645.,0.991.
9.212.,0.991.
2.111.,0.991.
5.254.,0.991.
-0.111.,0.991.
4.695.,0.991.
-2.794.,0.991.
7.524.,0.991.
5.249.,0.991.
-1.338.,0.991.
4.089.,0.991.
-2.750.,0.991.
-5.868.,0.991.
2.836.,0.991.
3.194.,0.991.
6.874.,0.991.
1.963.,0.991.
-1.525.,0.991.
2.682.,0.991.
1.655.,0.991.
-2.147.,0.991.
5.929.,0.991.
7.036.,0.991.
7.693.,0.991.
-2.050.,0.991.
9.247.,0.991.
-8.810.,0.991.
1.032.,0.991.
4.357.,0.991.
5.788.,0.991.
8.228.,0.991.
3.722.,0.991.
-9.219.,0.991.
-2.588.,0.991.
0.696.,0.991.
-0.521.,0.991.
9.026.,0.991.
6.508.,0.991.
-4.347.,0.991.
-0.312.,0.991.
3.508.,0.991.
-8.887.,0.991.
-3.539.,0.991.
5.155.,0.991.
3.146.,0.991.
-4.261.,0.991.
0.423.,0.991.
-8.746.,0.991.
7.769.,0.991.
-6.598.,0.991.
4.870.,0.991.
-4.707.,0.991.
9.920.,0.992.
-4.513.,0.992.
-9.075.,0.992.
-8.493.,0.992.
6.233.,0.992.
-5.149.,0.992.
-5.520.,0.992.
-1.277.,0.992.
2.569.,0.992.
7.098.,0.992.
9.195.,0.992.
8.254.,0.992.
-9.577.,0.992.
8.925.,0.992.
-5.736.,0.992.
-6.501.,0.992.
6.383.,0.992.
8.105.,0.992.
-1.320.,0.992.
8.312.,0.992.
6.359.,0.992.
-3.738.,0.992.
9.506.,0.992.
-3.499.,0.992.
1.024.,0.992.
-0.835.,0.992.
9.947.,0.995.
-7.171.,0.995.
-2.950.,0.995.
7.394.,0.995.
2.412.,0.995.
-4.553.,0.995.
2.303.,0.995.
-4.813.,0.995.
6.443.,0.995.
6.423.,0.995.
7.104.,0.995.
-0.272.,0.995.
-1.199.,0.995.
-2.851.,0.995.
-0.285.,0.995.
6.896.,0.995.
3.524.,0.995.
-9.189.,0.995.
7.367.,0.995.
-8.846.,0.995.
-3.198.,0.995.
5.010.,0.995.
4.937.,0.995.
-1.655.,0.995.
-1.913.,0.995.
8.465.,0.995.
3.434.,0.995.
0.267.,0.995.
-0.635.,0.995.
2.526.,0.995.
-2.498.,0.995.
0.955.,0.995.
-6.154.,0.995.
-8.586.,0.995.
-2.008.,0.995.
-6.478.,0.995.
-3.211.,0.995.
2.447.,0.995.
8.040.,0.995.
-9.860.,0.995.
-9.651.,0.995.
