# x,p
-2.491.,-2.491.
3.961.,0.995.
-7.082.,0.995.
-0.142.,0.995.
7.253.,0.995.
-9.782.,0.995.
-6.538.,0.995.
-7.349.,0.995.
-1.815.,0.995.
-1.950.,0.995.
3.786.,0.995.
0.490.,0.995.
-9.911.,0.995.
-1.900.,0.995.
-7.806.,0.995.
4.245.,0.995.
-5.607.,0.995.
5.919.,0.995.
-3.330.,0.995.
-7.263.,0.995.
6.407.,0.995.
5.178.,0.995.
-9.594.,0.995.
5.102.,0.995.
1.969.,0.995.
-0.838.,0.995.
-4.193.,0.995.
7.062.,0.995.
-5.163.,0.995.
9.721.,0.995.
-2.608.,0.995.
-4.440.,0.995.
-9.302.,0.995.
-6.176.,0.995.
-8.308.,0.995.
4.237.,0.995.
-8.286.,0.995.
6.021.,0.995.
8.576.,0.995.
3.023.,0.995.
-6.977.,0.995.
-6.802.,0.995.
3.100.,0.995.
-8.862.,0.995.
-4.975.,0.995.
-9.555.,0.995.
8.000.,0.995.
-5.892.,0.995.
4.931.,0.995.
7.888.,0.995.
-7.668.,0.995.
-4.094.,0.995.
-2.563.,0.995.
4.919.,0.995.
9.023.,0.995.
-2.803.,0.995.
1.526.,0.995.
-9.583.,0.995.
0.781.,0.995.
-0.122.,0.995.
2.644.,0.995.
-7.040.,0.995.
-5.457.,0.995.
-6.886.,0.995.
5.968.,0.995.
-8.415.,0.995.
-4.791.,0.995.
-8.221.,0.995.
-8.351.,0.995.
-0.917.,0.995.
2.967.,0.995.
1.528.,0.995.
9.827.,0.995.
-4.065.,0.995.
-2.267.,0.995.
-1.703.,0.995.
9.384.,0.995.
-3.328.,0.995.
4.963.,0.995.
-8.507.,0.995.
6.476.,0.995.
2.917.,0.995.
6.183.,0.995.
0.235.,0.995.
9.801.,0.995.
8.018.,0.995.
-6.889.,0.995.
-3.039.,0.995.
-1.182.,0.995.
-0.395.,0.995.
-6.700.,0.995.
1.107.,0.995.
-5.128.,0.995.
-4.301.,0.995.
2.415.,0.995.
-9.285.,0.995.
-8.813.,0.995.
-2.967.,0.995.
-4.869.,0.995.
-1.779.,0.995.
6.744.,0.995.
0.573.,0.995.
5.139.,0.995.
-1.771.,0.995.
0.603.,0.995.
4.475.,0.995.
5.099.,0.995.
-4.565.,0.995.
-2.099.,0.995.
7.955.,0.995.
-7.769.,0.995.
-3.796.,0.995.
1.458.,0.995.
5.152.,0.995.
-4.757.,0.995.
-4.842.,0.995.
6.344.,0.995.
5.282.,0.995.
-2.977.,0.995.
-5.617.,0.995.
3.164.,0.995.
-1.275.,0.995.
8.858.,0.995.
9.857.,0.995.
-6.241.,0.995.
-6.661.,0.995.
-1.921.,0.995.
6.105.,0.995.
-6.492.,0.995.
9.358.,0.995.
6.337.,0.995.
-8.214.,0.995.
-7.078.,0.995.
-5.112.,0.995.
6.359.,0.995.
0.440.,0.995.
0.001.,0.995.
8.342.,0.995.
-3.195.,0.995.
3.320.,0.995.
-7.666.,0.995.
6.216.,0.995.
3.938.,0.995.
0.437.,0.995.
-5.691.,0.995.
9.227.,0.995.
-9.335.,0.995.
2.302.,0.995.
-6.621.,0.995.
1.617.,0.995.
-1.799.,0.995.
-5.305.,0.995.
4.329.,0.995.
3.782.,0.995.
-8.441.,0.995.
2.698.,0.995.
-0.162.,0.995.
7.347.,0.995.
3.917.,0.995.
3.057.,0.995.
-4.732.,0.995.
-3.107.,0.995.
5.790.,0.995.
-7.809.,0.995.
7.596.,0.995.
-8.911.,0.995.
-0.758.,0.995.
0.437.,0.995.
-8.753.,0.995.
-5.255.,0.995.
7.743.,0.995.
-0.743.,0.995.
-1.915.,0.995.
-3.848.,0.995.
2.343.,0.995.
-0.510.,0.995.
-7.604.,0.995.
-3.925.,0.995.
-7.008.,0.995.
9.827.,0.995.
9.672.,0.995.
-6.185.,0.995.
5.016.,0.995.
-0.025.,0.995.
7.629.,0.995.
2.728.,0.995.
4.262.,0.995.
7.318.,0.995.
8.771.,0.995.
-7.018.,0.995.
-4.536.,0.995.
-4.672.,0.995.
7.858.,0.995.
0.778.,0.995.
3.301.,0.995.
2.882.,0.995.
4.807.,0.995.
-1.598.,0.995.
-2.336.,0.995.
-8.761.,0.995.
2.109.,0.995.
8.359.,0.995.
-7.398.,0.995.
-8.934.,0.995.
8.765.,0.995.
-3.797.,0.995.
9.079.,0.995.
-8.649.,0.995.
-2.592.,0.995.
8.011.,0.995.
4.106.,0.995.
0.485.,0.995.
-7.328.,0.995.
0.732.,0.995.
-0.635.,0.995.
0.653.,0.995.
-5.385.,0.995.
0.051.,0.995.
-7.889.,0.995.
9.385.,0.995.
3.504.,0.995.
9.917.,0.995.
5.846.,0.995.
-7.354.,0.995.
-6.596.,0.995.
-6.270.,0.995.
-9.227.,0.995.
-5.158.,0.995.
-7.448.,0.995.
-6.674.,0.995.
-1.847.,0.995.
-1.517.,0.995.
9.894.,0.995.
-4.470.,0.995.
-5.266.,0.995.
-9.321.,0.995.
-3.075.,0.995.
-2.708.,0.995.
7.433.,0.995.
6.423.,0.995.
4.035.,0.995.
-6.806.,0.995.
0.921.,0.995.
4.295.,0.995.
-0.694.,0.995.
9.565.,0.995.
5.455.,0.995.
-4.153.,0.995.
-8.417.,0.995.
9.122.,0.995.
-6.214.,0.995.
-4.778.,0.995.
-5.804.,0.995.
-2.539.,0.995.
-2.437.,0.995.
3.165.,0.995.
7.879.,0.995.
-3.527.,0.995.
-3.918.,0.995.
7.522.,0.995.
-1.402.,0.995.
8.978.,0.995.
-7.744.,0.995.
1.216.,0.995.
-4.829.,0.995.
-5.985.,0.995.
-3.213.,0.995.
5.240.,0.995.
0.088.,0.995.
-6.593.,0.995.
3.992.,0.995.
8.119.,0.995.
-4.008.,0.995.
2.482.,0.995.
-7.898.,0.995.
6.087.,0.995.
2.832.,0.995.
-0.022.,0.995.
-3.402.,0.995.
-5.856.,0.995.
-7.353.,0.995.
-4.070.,0.995.
5.363.,0.995.
-0.603.,0.995.
0.471.,0.995.
9.503.,0.995.
-1.753.,0.995.
5.091.,0.995.
-8.307.,0.995.
-2.078.,0.995.
8.244.,0.995.
-6.249.,0.995.
-7.602.,0.995.
1.573.,0.995.
-4.859.,0.995.
9.769.,0.995.
1.034.,0.995.
4.478.,0.995.
3.439.,0.995.
-4.138.,0.995.
1.110.,0.995.
7.893.,0.995.
-6.462.,0.995.
-9.870.,0.995.
2.849.,0.995.
7.850.,0.995.
3.602.,0.995.
-7.952.,0.995.
-4.513.,0.995.
4.737.,0.995.
-0.789.,0.995.
0.462.,0.995.
3.020.,0.995.
2.960.,0.995.
-7.201.,0.995.
-9.983.,0.995.
